"npo.id","npo.name","email","tel"
"npo0599","台中市優力卡社區服務協會","teamtc@teamtc.tw","04-2229-6968"
"npo1215","台中市台中故事協會","story.mother@msa.hinet.net","0422388418"
"npo1693","台中市向晴家庭福利服務中心","single-parent@cwlf.org.tw","04-22022210"
"npo2244","台中市圓愛全人關懷協會","jesus.iou@msa.hinet.net","04-22056797"
"npo0586","台中市基督教力行社區關懷協會","tc.lekhen@msa.hinet.net","04-23604827"
"npo1029","台中市基督教女青年會","ywcatc@seed.net.tw","04-22358271"
"npo1869","台中市婦女發展協會","chu8301@yahoo.com.tw","04-23782067"
"npo0950","台中市學習障礙協會","kidslda.mail@gmail.com","04-23721705"
"npo0232","台中市市立德水園身心障礙教養院","t6450@ms.sltung.com.tw","04-258859592114"
"npo2441","台中市志工服務中心","tcvsc.swdept@msa.hinet.net","04-22069500"
"npo0408","台中市慈善撒瑪黎雅婦女關懷協會","homeles.women@msa.hinet.net","04-22805075"
"npo2366","台中市春天兒童教育發展協會","fumei1108@gmail.com","04-25250175"
"npo0977","台中市晚晴婦女協會","warmlife99@yahoo.com.tw","04-2371-0171"
"npo1836","台中市殘障福利協進會","vqiqz8@ms62.hinet.net","04-24757057"
"npo1240","台中市盲人福利協進會","tcbwaa@gmail.com","04-23132234"
"npo2608","台中市社會關懷服務協會","hrc1979@gmail.com","04-22126411"
"npo1045","台中市私立仁愛社會福利慈善事業基金會","jahsw@mail.jah.org.tw","04-24822043"
"npo2020","台中市私立康善社會福利慈善事業基金會","cancerservice@gmail.com","04-23581150"
"npo1754","台中市私立惠康醫療救濟基金會","hueikong@vghtc.gov.tw","04-235925252991"
"npo1389","台中市私立慈光育幼院","","(04)2874890"
"npo2267","台中市私立慈馨兒少之家","tsusinghome@yahoo.com.tw","04-22133300"
"npo2550","台中市私立慶炎慈善會基金會","ivy871187.tw@yahoo.com.tw","(04)2255324"
"npo2293","台中市私立甘霖社會福利慈善事業基金會","lihseuh0920@yahoo.com.tw","04-2372549827"
"npo1610","台中市私立群園社會福利基金會","chionyuan80@yahoo.com.tw","04-22207989"
"npo0239","台中市私立輔順仁愛之家","8310@fullsoon.org.tw","04-22030602"
"npo1722","台中市私立長生老人長期照護中心","shuhsingliu@yahoo.com.tw","04-22302032"
"npo0135","台中市私立長生老人養護中心","trunson.mag@msa.hinet.net","04-24220023"
"npo1111","台中市脊髓損傷者協會","tcsci@tcsci.org.tw","04-24731074"
"npo0247","台中市視障生家長協會","via.sp@msa.hinet.net","04-22379311"
"npo1006","台中市親子閱讀協會","c500402@yahoo.com.tw","04-2527-1292"
"npo0213","台中市身心障礙協會","s52882002@yahoo.com.tw","04-2406-8577"
"npo2545","台中市長期照護品質協會","nursehom@ms47.hinet.net","04-22471888"
"npo0040","台中社區心理衛生中心","","(04)5268054"
"npo2029","台中縣大雅愛心急難救助協會","ccc566@gmail.com","04-2320687823"
"npo1319","台中縣安全暨健康促進協會","tshpa.org@gmail.com","04-25772023"
"npo0765","台中縣家庭教育中心","alie@www.tchcc.gov.tw","04-25283353"
"npo0489","台中縣志願服務推廣中心","v25273006@gmail.com","04-25273006"
"npo0725","台中縣托育協會","","04-22472431"
"npo1726","台中縣政府教育局專業輔導員中心","","(04)5263100"
"npo0959","台中縣救難協會","tcra.mail@msa.hinet.net","04-26394999"
"npo2017","台中縣東勢鎮兒童少年福利協會","sungn@ms67.hinet.net","04-25876850"
"npo2219","台中縣東勢鎮愛鄉協進會","sky.hope@msa.hinet.net","04-25875041"
"npo1547","台中縣磐頂社區關懷協會","Service.058＠gmail.com","04 -2633013012"
"npo0696","台中縣私立聲暉綜合知能發展中心","annie.chern@msa.hinet.net","04-25313420"
"npo0046","台中縣精神健康關懷協會","tc.mentalhealth@gmail.com","04-25721694176"
"npo0326","台中縣聲暉協進會","ptung@mst.pchome.com.tw","04-25314712"
"npo2525","台中縣脊髓損傷者協會","Tcasci25316256@yahoo.com","04-25316256"
"npo0485","台中縣身心障礙體育協會","gus0326@yahoo.com.tw","04-25225890"
"npo0189","台中縣阿罩霧文化基金會","t3338820@ms26.hinet.net","(04)23338820"
"npo0847","台中縣龍井鄉殘障福利協進會","m26308127@yahoo.com.tw","04-26308127"
"npo1114","台北仁濟院附設仁濟療養院新莊分院","","(02)22015222"
"npo2315","台北南區家扶中心","tps@ccf.org.tw","02-2736-2085"
"npo0624","台北基督教女青年會","mis@ywca-taipei.org.tw","02-23812131204"
"npo1108","台北大學學生諮商中心","counsel@mail.ntpu.edu.tw","02-25009168"
"npo0716","台北富邦銀行公益慈善基金會","amy2636@gmail.com","02-27546788310"
"npo1065","台北市一葉蘭喪偶家庭成長協會","singleorchid@yahoo.com.tw","(02)23118572"
"npo0200","台北市中山老人住宅暨服務中心","elder0006@gmail.com","0225420006"
"npo2250","台北市中興婦孺教養院","","(02)29368452"
"npo2243","台北市中藥商業同業公會","taipeichaa@gmail.com","02-25572977"
"npo1080","台北市仰德扶輪青年服務團","yangteroc@gmail.com","2492-6502"
"npo1362","台北市佛教觀音線協會","june04022@gmail.com","02-27685256104"
"npo0819","台北市保母協會","babysitter27260735@gmail.com","02-2726-0735"
"npo0691","台北市保母成長促進會","tndaorg@yahoo.com.tw","02-27853931"
"npo0337","台北市信義區塯公社區發展協會","dvwant@gmail.com","02-27281654"
"npo0926","台北市兒童托育協會","enida_chen@yahoo.com.tw","22361388"
"npo0076","台北市八頭里仁協會","ptlizen@seed.net.tw","02-2896-4597"
"npo0335","台北市公寓大廈暨社區服務協會","service@tbca.org.tw","02-87924174"
"npo0456","台北市創意壓花藝術推廣協會","tcpfada@ms48.hinet.net","02-23094121"
"npo0910","台北市博愛發展中心","paoai@ms35.hinet.net","02-85096395"
"npo0935","台北市原住民關懷協會","nativecare4@gmail.com","(02)25818669"
"npo1746","台北市史代納教育推廣協會","taipeisteinerschool@gmail.com","02-2392-2739"
"npo0296","台北市啟明權益促進會","bk.massage@.msa.hinet.net","02-2897-8300"
"npo1607","台北市國際禪友會","zen.club@msa.hinet.net","(02)25521999"
"npo0579","台北市城中發展中心","cdc172@ms37.hinet.net","02-23643036"
"npo0978","台北市外語啟蒙教學發展學會","yueh2222@ms32.hinet.net","02-27030776"
"npo1811","台北市大同兒童發展中心","syiuluna@ms47.hinet.net","(02)25857501"
"npo1497","台北市大同區新鄰江社區發展協會","wjy2003@gmail.com","02-2586-1127"
"npo2234","台北市天行者全人關懷協會","taipeiskywalkerschool@gmail.com","02-27086005"
"npo0801","台北市女性權益促進會","info@tapwr.org.tw","(02)33221350"
"npo2371","台北市婦女新知協會","wawaken@ms63.hinet.net","02-23511678"
"npo1616","台北市孤兒福利協會","orphan@orphan.org.tw","(02)22398080"
"npo1685","台北市學習障礙者家長協會","tppald@gmail.com","(02)27364062"
"npo2411","台北市家庭照顧者關懷協會","service@carer.org.tw","02-2739873715"
"npo2582","台北市家庭生活教育推廣協會","TFLE.WLLS@msa.hinet.net","02-28946537"
"npo0703","台北市家長協會","pait@seed.net.tw","02-23419388"
"npo1548","台北市少年輔導委員會中正少輔組","wen0614@webmail.tmpd.gov.tw","02-23098622"
"npo1891","台北市少年輔導委員會文山少輔組","","(02)29367549"
"npo2255","台北市少輔會","","02-23467601"
"npo1652","台北市希望園區生命教育協會","taipeihopegarden@gmail.com","0918-412563"
"npo0462","台北市康復之友協會","tpmra@ms9.hinet.net","27652947"
"npo1183","台北市康復之友協會附設勞務服務中心","manpower4666@yahoo.com.tw","(02)27652810305"
"npo1439","台北市後備軍人獎學金基金會","","(02)26321286"
"npo0416","台北市心理復健家屬聯合協會","hsinye.taipei@msa.hinet.net","(02)23660399"
"npo0654","台北市急難救助協會","taipei.rescue@msa.hinet.net","02-25785899"
"npo0106","台北市愛網全人關懷協會","julia529085@yahoo.com","(02)23638891502"
"npo0392","台北市慧炬雜誌社","activity@towisdom.org.tw","02-27075802202"
"npo0188","台北市政府社會局萬華社會福利服務中心","","2339-5765"
"npo0695","台北市教保人員協會","educare201208@gmail.com","28982842"
"npo1702","台北市教育會","lily10247@kpvs.tp.edu.tw","022755-6939291"
"npo1787","台北市新合唱文化藝術基金會","info@tcmc.org.tw","(02)23519199"
"npo2443","台北市新活力自立生活協會","info@vitality.org.tw","(02)27886455"
"npo1165","台北市新生代社會福利事業基金會","ping.ping2@msa.hinet.net","02-87728556"
"npo2381","台北市晚晴婦女協會","warm.life@msa.hinet.net","02-27080126"
"npo0468","台北市智障者家長協會","taomrp@ms29.hinet.net","(02)27555690212"
"npo0390","台北市東區少年服務中心","grayson1255@gmail.com","27191980"
"npo1695","台北市松德婦女服務中心","song_de@ms43.url.com.tw","02-2759-9176"
"npo2122","台北市民間外交人才育成協會","itrd00@gmail.com","02-28978056"
"npo0511","台北市永樂婦女服務中心","yonglewomen@yahoo.com.tw","02-25580133"
"npo0595","台北市生命線協會","9595@lifeline.org.tw","02-25024242"
"npo0162","台北市癌症關懷協會","candychen@hotmail.com","02-25466826"
"npo1789","台北市盲人福利協進會","a2558500@ms52.hinet.net","(02)2558500017"
"npo0658","台北市瞽者命協會","kinny1980@yahoo.com.tw","02-28127885"
"npo2369","台北市社區心理衛生中心","tcmhc@mail.tcpc.gov.tw","02-3393-677931"
"npo2334","台北市社區銀髮族服務協會","elderly.service@msa.hinet.net","2517-0418"
"npo1585","台北市社會福利聯盟","service@ltsw.org.tw","02-2754-9694"
"npo0864","台北市私立仁仁老人養護所","renren541747@yahoo.com.tw","2765-9900"
"npo2016","台北市私立仁安老人養護所","personpeace@so-net.net.tw","(02)25535333"
"npo1538","台北市私立勝利身心障礙潛能發展中心","sonia@victory.org.tw","02-23258576"
"npo2359","台北市私立同舟發展中心","acpc001@ms58.hinet.net","(02)28317222"
"npo2040","台北市私立國光老人養護所","a88612048@yahoo.com.tw","(02)88612048"
"npo0622","台北市私立大園老人養護所","a33931661@yahoo.com.tw","02-3393-1661"
"npo0513","台北市私立常喜老人養護&#26305;長期照護中心","changsi112@yahoo.com.tw","28983138"
"npo0483","台北市私立康寧老人養護所","chichang08120@gmail.com","27053835"
"npo1143","台北市私立延吉老人養護所","a27782160@yahoo.com.tw","02-27782160"
"npo0672","台北市私立延壽老人養護所","yan_xo18@yahoo.com.tw","25781062"
"npo1101","台北市私立彩虹村家園","rainbow.s92@msa.hinet.net","02-28914110"
"npo2552","台北市私立心路兒童發展中心","","(02)25080635"
"npo2415","台北市私立慈安老人養護所","kathelinpan@yahoo.com.tw","02-29337745"
"npo1634","台北市私立慈暉老人養護所","s18029444@yahoo.com.tw","27090709"
"npo0522","台北市私立慧光老人養護所","good.wu0731@msa.hinet.net","25582275"
"npo1714","台北市私立懷慈老人養護所","huai.tzu.tw@gmail.com","02-2571-6298"
"npo0516","台北市私立晉安老人養護所","jinan.yanghu@msa.hinet.net","02-25982301"
"npo1359","台北市私立榮祥老人養護所","rogn_shying@yahoo.com.tw","02-28213709"
"npo0570","台北市私立永年社會福利慈善基金會","socialwork@pojengh.com.tw","02-2577-3533"
"npo0048","台北市私立祥暉老人養護所","JWL0320@YAHOO.COM.TW","02-2871-0792"
"npo0261","台北市私立福全老人養護所","fc25982507@gmail.com","25982507"
"npo2260","台北市私立童音老人養護所","kathelinpan@yahoo.com.tw","02-26343151"
"npo2430","台北市私立義光育幼院","yko@ms26.hinet.net","23045561"
"npo0071","台北市私立聖道兒童之家","hwch.orphan@msa.hinet.net","02-282000021114"
"npo1195","台北市私立育成和平發展中心","yc.hp8312@msa.hinet.net","02-23776443"
"npo0646","台北市私立華安老人長期照護中心","pei76319@carer.org.tw","02-2771717258"
"npo1369","台北市私立行義老人養護所","lin_0271113@yahoo.com.tw","28729599"
"npo2288","台北市私立陽光老人養護所","jty@ms7.hinet.net","02-2797-6978"
"npo0830","台北市私立陽明山老人養護所","yaming116@yahoo.com.tw","28615007"
"npo1750","台北市私立體惠育幼院","tihwei99@yahoo.com.tw","02-2871-5276"
"npo1325","台北市立心慈善基金會","lishinc@ms42.hinet.net","23361500"
"npo0897","台北市立文山特殊教育學校","wanyuan1549@yahoo.com.tw","02-86615183601"
"npo0049","台北市立療養院","","(02)27263141"
"npo2064","台北市紫丁香婦幼關懷協會","lilac.service@gmail.com","02-27320386207"
"npo2166","台北市美倫國際蘭馨交流協會","e7172@ms25.hinet.net","0282596309"
"npo1405","台北市聽障者聲暉協會","shanhwe@ms37.hinet.net","02-2314-2719"
"npo1571","台北市聾啞福利協進會","","(02)29311600"
"npo1581","台北市肌萎縮症病友協會","tpmda91@yahoo.com.tw","02-23465497"
"npo1546","台北市臨床心理師公會","taipei.psy@gmail.com","(02)27263141#1261"
"npo2308","台北市自閉症家長協會","tpaa2010@gmail.com","(02)25953937"
"npo0272","台北市至善老人安養護中心","zhi.shan@msa.hinet.net","02-28832666"
"npo1503","台北市茶商業同業公會","taitea@ms32.hinet.net","02-2555-598"
"npo0667","台北市萬華老人服務中心","who.cfad@gmail.com","(02)23610666"
"npo0487","台北市蓮華普門文化實踐協會","steven@holyground.org.tw","02-25617299318"
"npo1842","台北市藝術統合教育研究會","iaeaintaipei@gmail.com","02-28983123"
"npo0127","台北市西區單親家庭服務中心","singleparenttp@gmail.com","2558-0170"
"npo0014","台北市視障生活品質福利促進會","viplqa@gmail.com","02-25587370"
"npo2116","台北市角落關懷協會","nookhope@ms45.hinet.net","02-25994235"
"npo1242","台北市身心障礙服務推展協會","srvheart@seed.net.tw","(02)23055423"
"npo1858","台北市身心障礙者自立更生創業協會","conniechiu@yahoo.com","(02)87890757"
"npo1948","台北市鄉土教育中心","hcecservice@tp.edu.tw","02-23361704"
"npo0479","台北市野鳥學會","wbst@wbst.org.tw","02-2325-9190"
"npo2018","台北市金龍發展中心","syinlu.chilung@msa.hinet.net","2793-3059"
"npo1881","台北市錫瑠環境綠化基金會","service@mail.hsiliu.org.tw","02-27236513"
"npo1291","台北市關懷病友協會","susan.kao@media-wind.com.tw","2727-2932"
"npo2596","台北市陽昇教育基金會","ys9988@ms77.hinet.net","02-3365-2111"
"npo0885","台北市障礙者就業協會","tpjob@sinamail.com.tw","(02)27271767"
"npo0322","台北市雙胞胎協會","neighboradd@yahoo.com.tw","(02)23974812"
"npo2133","台北市鵬程啟能中心","punchan399@seed.net.tw","02-2760-6277"
"npo2140","台北生命勵關懷協會","","02-27270907"
"npo0919","台北百合扶輪社","lily.rc@msa.hinet.net","02-2389-8328"
"npo2199","台北經營管理研究院","mit942005@gmail.com","02-8732-3216"
"npo1954","台北縣原住民族家庭暨婦女服務中心","sunday_pamela@yahoo.com.tw","02-2987-9593"
"npo2624","台北縣喜樂關懷協會","joy0286626063@kimo.com","02-86626063"
"npo1297","台北縣好鄰居推廣協會","jealousylee@hotmail.com","02-22316678"
"npo2164","台北縣安德文教基金會","Gdstar@mail.nkhs.tp.edu.tw","(02)26813917"
"npo0157","台北縣就業服務中心","aa1035@ms.tpc.gov.tw","02-296034566582"
"npo2421","台北縣愛盲協會","f501120@ms62.hinet.net","02-2961-6459"
"npo0952","台北縣慈群庇護工場(公辦民營)","gwpotent@ms17.hinet.net","(02)89901206"
"npo1992","台北縣政府委託財團法人中華民國唐氏症基金會辦理台北縣愛樂發展中心","aile.center@msa.hinet.net","(02)2299-722"
"npo2533","台北縣政府委託財團法人天主教耕莘醫院辦理台北縣愛維養護中心","aiwei73@yahoo.com.tw","02-8630-4104242"
"npo0245","台北縣智障福利協進會","","(02)22553771"
"npo2069","台北縣板橋市三民社區發展協會","love4243@kimo.com.tw","(02)29595780"
"npo2106","台北縣板橋市志願服務協會","apple60088@yahoo.com.tw","02-89514627"
"npo0087","台北縣板橋市板新社區發展協會","tallest999@yahoo.com.tw","02-89523604"
"npo1556","台北縣板橋市關懷心智障礙者協會","love4243@kimo.com.tw","02-89523559"
